name,address,addr:city,addr:postcode,cuisine,lat,lon,county
Pizza Hut,FM 1463 Road,Katy,77494,pizza,29.7517988,-95.8509528,Fort Bend
Daily Donuts,,,,,29.7322727,-95.8459162,Fort Bend
Little V Vietnamese Bistro,FM 1463,Katy,77494,,29.7322782,-95.8458339,Fort Bend
Chuckwagon BBQ & Burgers,,,,,29.7323006,-95.8456797,Fort Bend
Ling's Restaurant,FM 1463,Katy,77494,chinese,29.7262171,-95.8456955,Fort Bend
Cane Island Bar & Grill,,,,,29.7234423,-95.8457924,Fort Bend
MOD Pizza,FM 1463,Katy,77494,pizza,29.7182429,-95.8466287,Fort Bend
Mama Fu's asian house,,,,,29.7184128,-95.845803,Fort Bend
Fuji Sushi,,,,,29.7174153,-95.8455046,Fort Bend
Subway,FM 1463 Road,Katy,77494,sandwich,29.717012,-95.845502,Fort Bend
Wendy's,FM 1463,Katy,77494,burger,29.7052203,-95.8453911,Fort Bend
Southern Maid Donuts,,,,,29.7051424,-95.8454005,Fort Bend
Suzie Wong's Chinese Restaurant,,,,,29.7049083,-95.8453972,Fort Bend
Yen Teppanyaki & Sushi Steakhouse,FM 1463,Fulshear,77441,,29.696991,-95.8468123,Fort Bend
Dimassi's Mediterranean Buffet,Southwest Freeway,Sugar Land,77479,mediterranean;buffet,29.5928642,-95.6231085,Fort Bend
Domino's,Spring Green Boulevard,Katy,77494,pizza,29.7616358,-95.8414734,Fort Bend
Social Pub,,,,,29.7613504,-95.8414285,Fort Bend
Rice & Rolls,,,,vietnamese;chinese,29.6426608,-95.5825694,Fort Bend
Church's Chicken,Southwest Freeway,Stafford,77477,chicken,29.6393357,-95.5823353,Fort Bend
McDonald's,Highway 6 South,Missouri City,77459,burger,29.5345137,-95.5162585,Fort Bend
Sonic,FM 359,Richmond,77406,burger,29.6216834,-95.7430125,Fort Bend
49ers Grill,Farm to market 359,Richmond,77469,,29.6187055,-95.7430701,Fort Bend
Ninja Japanese Cuisine,Farm to Market 359,Richmond,77469,japanese,29.6186764,-95.7425741,Fort Bend
Pepperonis Pizzeria,Fm 359,Richmond,77469,pizza,29.618716,-95.7427506,Fort Bend
Domino's,Fm359,Richmond,77406,pizza,29.6209583,-95.7425973,Fort Bend
McDonald's,FM 359,Richmond,77469,burger,29.6240635,-95.7445076,Fort Bend
Subway,FM 359,Richmond,77406,sandwich,29.6208563,-95.7431799,Fort Bend
Pizza Hut,,,,pizza,29.6248967,-95.7443985,Fort Bend
Clancy's Public House,Fm 359,Richmond,77406,,29.6017629,-95.7434045,Fort Bend
Mugz Coffee Bar,FM 359,Richmond,77406,,29.6023413,-95.7434018,Fort Bend
Pier 36 Seafood & Oyster bar,East US Highway 90 Alternate,Richmond,77406,,29.5949391,-95.7390716,Fort Bend
Teriyaki Madness,Katy Freeway,Katy,,japanese,29.7758253,-95.8219157,Fort Bend
Starbucks,"FM 1463, 100",Katy,77494,coffee_shop,29.7763712,-95.8326023,Fort Bend
McDonald's,,,,burger,29.7763444,-95.8312579,Fort Bend
Billy's Donuts,Highway 6,Missouri City,77459,donut;pastry,29.5549007,-95.5558694,Fort Bend
Hurts Donut Co,Spring Green Boulevard,Katy,77494,donut;pastry;coffee_shop,29.7008406,-95.8147389,Fort Bend
Sake Asian Fusion,University Boulevard,Sugar Land,77479,asian,29.5498629,-95.5826828,Fort Bend
Main Squeeze Juice Company,University Boulevard,Sugar Land,77479,juice,29.5505396,-95.5853838,Fort Bend
MOD Pizza,University Boulevard,Sugar Land,77479,pizza,29.5499212,-95.5822402,Fort Bend
Cougar Corner,,,,coffee_shop;sandwich,29.5747756,-95.65149,Fort Bend
OG Tea,,,,,29.5889992,-95.6766245,Fort Bend
9ers Grill,,,,,29.5897829,-95.6747067,Fort Bend
Mochi Sushi,,,,sushi,29.5897091,-95.6748452,Fort Bend
Desi Tadka,,,,indian,29.5895475,-95.6750458,Fort Bend
Local Table,Peek Road,,,,29.7354176,-95.7633595,Fort Bend
Subway,University Boulevard,Sugar Land,77479,sandwich,29.5496742,-95.5870378,Fort Bend
The Pizza Shack,University Boulevard,Sugar Land,,pizza;italian;mediterranean,29.5496963,-95.5869307,Fort Bend
Republic Roots Coffee + Juice Co.,University Boulevard,Sugar Land,,,29.5496643,-95.5870915,Fort Bend
Mango Hut,,,,,29.5821654,-95.5828493,Fort Bend
Pei Wei,,,,asian,29.6986163,-95.8101362,Fort Bend
Subway,Spring Green Boulevard,Katy,77494,sandwich,29.7002199,-95.8128134,Fort Bend
Arby's,FM 723 Road,Richmond,77406,sandwich,29.6940635,-95.8138283,Fort Bend
Rosati's Pizza,Farm to Market Rd 723,Richmond,77406,pizza;chicago,29.6937445,-95.8138091,Fort Bend
Starbucks,Highway 90A,Sugar Land,77498,coffee_shop,29.6078582,-95.6595784,Fort Bend
Pizza Hut Delivery,Highway 6,Missouri City,77459,pizza,29.5538945,-95.5556497,Fort Bend
Starbucks,Commercial Drive,Rosenberg,77471,coffee_shop,29.5485026,-95.7509029,Fort Bend
Water Drop Teahouse,Jebbia Lane,Stafford,77477,chinese,29.6403949,-95.5538195,Fort Bend
Chick-fil-A,Southwest Freeway,Sugar Land,77479,chicken,29.5906387,-95.6255157,Fort Bend
Keeper's Japanese Restaurant & Bar,State Highway 6 South,Sugar Land,77478,japanese;sushi,29.5798448,-95.5843144,Fort Bend
Pepperoni’s,FM 359,,,pizza,29.6906492,-95.9003085,Fort Bend
Essence House Cafe,FM 359,,,,29.6907654,-95.9003246,Fort Bend
Subway,FM 359,Fulshear,77441,sandwich,29.690698,-95.9003172,Fort Bend
Domino's,FM 359,Fulshear,77441,pizza,29.691426,-95.8997137,Fort Bend
Pier 36 Seafood Restaurant & Oyster Bar,FM 359,,,,29.6909007,-95.900337,Fort Bend
Target Cafe,,,,american;pizza,29.7359767,-95.7759225,Fort Bend
Starbucks,Westheimer Parkway,Katy,77494,coffee_shop,29.7362283,-95.7763302,Fort Bend
Starbucks,Southwest Freeway,Sugar Land,77479,coffee_shop,29.5961571,-95.6278378,Fort Bend
Subway,Southwest Freeway,Rosenberg,77471,sandwich,29.5449056,-95.7534979,Fort Bend
Starbucks,Southwest Freeway,Rosenberg,77471,coffee_shop,29.544873,-95.7535931,Fort Bend
Escalente's,,,,mexican,29.5968294,-95.6209304,Fort Bend
Grab N Go Tacos,LJ Parkway,Sugar Land,,mexican,29.551905,-95.5873337,Fort Bend
V Lotus,LJ Parkway,Sugar Land,,vietnamese;noodle,29.5527821,-95.5873428,Fort Bend
Ding Tea,,,,bubble_tea,29.5799071,-95.5844065,Fort Bend
Great American Cookies,,,,cookies,29.5909879,-95.6243325,Fort Bend
Jamba,Southwest Freeway,Sugar Land,77479,juice,29.5915397,-95.625068,Fort Bend
Sbarro,,,,pizza,29.590799,-95.6252432,Fort Bend
Little Caesars,,,,pizza,29.5515629,-95.6973716,Fort Bend
McDonald's,Crabb River Road,Richmond,77406,burger,29.5510296,-95.6977884,Fort Bend
Chipotle,Alvin Sugarland Road,Missouri City,77459,mexican,29.5645682,-95.5627123,Fort Bend
Bakers House,Highway 6,Missouri City,77459,donut;bakery,29.5632033,-95.5615563,Fort Bend
Brookstreet BBQ,,,,barbecue,29.5533183,-95.5545101,Fort Bend
The Roof,State Highway 6,Sugar Land,,chicken;italian;seafood;steak_house,29.6014162,-95.6292339,Fort Bend
Ferso's Tacos & More,Katy Mills Circle,Katy,77494,mexican,29.773133,-95.8092459,Fort Bend
Burger King,Katy Mills Circle,Katy,77494,burger,29.7747957,-95.809417,Fort Bend
Charleys Philly Steaks,,,,sandwich,29.7748038,-95.8095104,Fort Bend
Asian Too,,,,asian,29.7748322,-95.8092302,Fort Bend
Lou's Cajun Grill,,,,cajun,29.7748504,-95.8091064,Fort Bend
FUWA,,,,japanese,29.7744391,-95.8094634,Fort Bend
Villa Fresh Italian Kitchen,,,,italian,29.7744578,-95.809331,Fort Bend
GW: Gyros & Wings,,,,,29.7744926,-95.8089874,Fort Bend
Rainforest Cafe,,,,american,29.7768342,-95.8103343,Fort Bend
Crust Pizza Co.,Gaston Road,Katy,77494,pizza,29.7366849,-95.8131486,Fort Bend
Union Kitchen,Gaston Road,Katy,77494,regional,29.7371111,-95.8129877,Fort Bend
Jax Grill,Gaston Road,Katy,77494,american,29.7367053,-95.8125277,Fort Bend
Papa Joe's New York Style Deli,Avenue H,,,jewish,29.5724924,-95.7739164,Fort Bend
The Prairie Table,Musselburgh Court,Missouri City,77459,coffee_shop,29.5996484,-95.5744051,Fort Bend
Laredo Taco Company,,,,tex-mex,29.5392241,-95.7453977,Fort Bend
McDonald's,West Grand Parkway South,Richmond,77407,burger,29.6639155,-95.7420127,Fort Bend
Subway,TX-36,Needville,77461,sandwich,29.3944172,-95.8314579,Fort Bend
Snow Flake Donuts,TX-36,Needville,77461,donut,29.3975767,-95.8342274,Fort Bend
Pizza Hut,TX-36,Needville,77461,pizza,29.3975055,-95.8342069,Fort Bend
Starbucks,Highway 6,Missouri City,77459,coffee_shop,29.565537,-95.5676946,Fort Bend
Dulcédo Coffee,FM 1093,Katy,77406,,29.6959523,-95.8402893,Fort Bend
P.F. Chang's,,,,asian,29.5954191,-95.6242119,Fort Bend
Chipotle,Lone Star Drive,Sugar Land,77479,mexican,29.5941355,-95.6227345,Fort Bend
B.B. Italia,,,,italian,29.5951771,-95.6234932,Fort Bend
KFC,FM 762,Rosenberg,77469,chicken,29.5450725,-95.7462131,Fort Bend
Taco Bell,FM 762,Rosenberg,77469,tex-mex,29.545153,-95.7461527,Fort Bend
Saigon Pho and Grill,State Highway 6 South,Sugar Land,77478,vietnamese,29.5823401,-95.582894,Fort Bend
Minuti Coffee,Katy Gaston Road,Richmond,77406,coffee_shop,29.6978971,-95.7903189,Fort Bend
Salata Salad Kitchen,,,,salad,29.595988,-95.6228663,Fort Bend
bellagreen,,,,,29.5972662,-95.6204443,Fort Bend
State Fare,,,,american,29.597072,-95.6212876,Fort Bend
The Rouxpour,,,,cajun,29.5961667,-95.6202896,Fort Bend
Mahesh's Kitchen,,,,indian,29.5964509,-95.6213995,Fort Bend
Japaneiros,,,,fusion;japanese;mexican,29.5973412,-95.6215474,Fort Bend
Vino & Vinyl,,,,,29.5965938,-95.6212254,Fort Bend
CAVA,,,,mediterranean,29.5943759,-95.6230413,Fort Bend
Jimmy John's,Lone Star Drive,Sugar Land,77479,sandwich,29.5941737,-95.6228166,Fort Bend
Sweet Paris,,,,,29.5972045,-95.6205145,Fort Bend
Perry's Steakhouse & Grill,,,,steak_house,29.596674,-95.6229344,Fort Bend
Port of Peli Peli,,,,,29.5945536,-95.6204854,Fort Bend
Boulevard Bagel,,,,,29.5950886,-95.6176191,Fort Bend
Habibi Kitchen,,,,middle_eastern,29.5912407,-95.6191701,Fort Bend
Smashburger,Town Center Boulevard,Sugar Land,77479,burger,29.5946609,-95.6205548,Fort Bend
la Madeleine,,,,french,29.5943238,-95.6209518,Fort Bend
Jupiter Pizza & Waffle Co.,,,,pizza,29.595305,-95.6223451,Fort Bend
Döner and Gyros,,,,lebanese;mediterranean,29.5621077,-95.6919638,Fort Bend
MOD Pizza,Highway 6,Missouri City,77459,pizza,29.5322138,-95.5080446,Fort Bend
Chick-fil-A,Highway 6,Missouri City,77459,chicken,29.5374404,-95.531522,Fort Bend
BurgerIM,,,,burger,29.5372139,-95.5332983,Fort Bend
Smoothie King,Sienna Crossing Drive,Missouri City,77459,juice,29.5372692,-95.5331638,Fort Bend
IHOP,TX Highway 6,Missouri City,77459,breakfast;pancake,29.5371833,-95.5308498,Fort Bend
Jack in the Box,State Highway 6,Missouri City,77459,burger,29.5369935,-95.530187,Fort Bend
Chuck E. Cheese,Town Center Drive,Sugar Land,77478,pizza,29.6005414,-95.6185228,Fort Bend
Wetzel's Pretzels,,,,pretzel,29.5910045,-95.6243814,Fort Bend
Incredible Burger,,,,burger,29.590668,-95.6250643,Fort Bend
Bigotes Street Tacos,,,,mexican,29.5906501,-95.625009,Fort Bend
Great American Cookies,,,,cookies,29.5908834,-95.6254737,Fort Bend
GW Gyro & Wings,,,,greek,29.5907344,-95.6251771,Fort Bend
Auntie Anne's,,,,pretzel,29.5909592,-95.6255604,Fort Bend
Thirstys,,,,juice,29.5912326,-95.6232384,Fort Bend
Kokee Tea,,,,bubble_tea,29.5909932,-95.62569,Fort Bend
Chopsticks Express,,,,chinese,29.5906175,-95.6249746,Fort Bend
Sarku Japan,,,,japanese,29.5908226,-95.6253257,Fort Bend
Charleys Philly Steaks,,,,sandwich,29.5906828,-95.6251085,Fort Bend
Starbucks,Southwest Freeway,Sugar Land,77478,coffee_shop,29.5928496,-95.625396,Fort Bend
The Juicy Crab,,,,seafood,29.5928546,-95.623763,Fort Bend
German Doner Kebab,,,,kebab,29.5974593,-95.6216779,Fort Bend
Charley's Philly Steaks,,,,sandwich,29.547355,-95.4445643,Fort Bend
Cinnabon,,,,dessert,29.5475224,-95.4445002,Fort Bend
Sonic,FM 521 Road,Fresno,77545,burger,29.5476061,-95.4444682,Fort Bend
The Taco Bar,,,,mexican,29.5811109,-95.4311733,Fort Bend
Hartz,,,,chicken,29.5567857,-95.8092099,Fort Bend
Taco Corner,,,,mexican,29.3596022,-95.7887781,Fort Bend
Dining 36,,,,,29.5554423,-95.8091242,Fort Bend
Schulze:s Bar-B-Q,,,,barbecue,29.5556507,-95.8091313,Fort Bend
Shake Shack,Town Center Boulevard North,Sugar Land,77479,burger,29.5958894,-95.6192558,Fort Bend
Sonic Drive-In,School Street,Needville,77461,burger,29.4020556,-95.8355105,Fort Bend
Dish Society,,,,,29.7411565,-95.7748373,Fort Bend
Grimaldi's Pizzeria,,,,pizza,29.7408232,-95.7751602,Fort Bend
Uni Uni,,,,bubble_tea,29.7129764,-95.7755459,Fort Bend
McAlister's Deli,Southwest Freeway,Rosenberg,77471,sandwich,29.5452295,-95.7527411,Fort Bend
McDonald's,,,,burger,29.5510156,-95.6978005,Fort Bend
China One,Farm-to-Market Road 2218,Richmond,,chinese,29.5573561,-95.7629822,Fort Bend
Joey's New York Subs,Avenue G,Rosenberg,77471,sandwich,29.5595854,-95.8048019,Fort Bend
DQ Grill & Chill,,,,ice_cream;burger,29.7024136,-95.7596795,Fort Bend
La Balance Cafe,FM 359 RD South,Fulshear,77441,mexican,29.6951655,-95.9010628,Fort Bend
Bestop Cafe,,,,donut;coffee_shop,29.6932984,-95.6888798,Fort Bend
Jack in the Box,Highway 6,Fresno,77545,burger,29.517608,-95.479412,Fort Bend
Wingstop,Farm to Market 521,Rosharon,77583,wings,29.5076333,-95.4598843,Fort Bend
Domino's,South Post Oak Road,Houston,77053,pizza,29.5927206,-95.4679183,Fort Bend
Bonsai Hibachi and Sushi,,,,japanese,29.5859648,-95.6336874,Fort Bend
Ding Tea,FM 762,Rosenberg,77469,bubble_tea,29.5424886,-95.7437474,Fort Bend
L&A China Cafe,FM 762,Rosenberg,77469,chinese,29.5423836,-95.7435899,Fort Bend
Brooklyn Pizza,,,,pizza,29.6609832,-95.7415801,Fort Bend
Tim Hortons,,,,coffee_shop,29.6457016,-95.5789455,Fort Bend
Taco Bell,FM 1093,Katy,77494,tex-mex,29.6960346,-95.8387643,Fort Bend
Mala Sichuan Bistro,,,,asian,29.5889648,-95.6002966,Fort Bend
Torchy's Tacos,,,,tex-mex,29.5436598,-95.7513436,Fort Bend
Wingstop,,,,wings,29.5431002,-95.7525241,Fort Bend
Iza Robata Ramen,,,,ramen,29.5421466,-95.7499127,Fort Bend
Starbucks,,,,coffee_shop,29.541582,-95.7508518,Fort Bend
Taco Bell,,,,tex-mex,29.5914274,-95.601718,Fort Bend
McDonald's,,,,burger,29.5916411,-95.6022306,Fort Bend
Pizza Twist,State Highway 6 South,Sugar Land,77478,pizza;indian,29.5906182,-95.6019401,Fort Bend
McDonald's,Highway Boulevard,Katy,77494,burger,29.7855246,-95.8225638,Fort Bend
McDonald's,,,77083,burger,29.6781174,-95.644127,Fort Bend
McDonald's,Westheimer Parkway,,77494,burger,29.7496308,-95.7988241,Fort Bend
Ruthie's Tex-Mex,West Airport Boulevard,Sugar Land,77498,mexican,29.6483626,-95.6787358,Fort Bend
Sharetea,State Highway 6 South,Sugar Land,77478,bubble_tea,29.5928767,-95.6051232,Fort Bend
Great American Cookies,West Grand Parkway South,Richmond,77407,cookies,29.6594092,-95.7116113,Fort Bend
Day 6 Coffee Company,State Highway 6 South,Sugar Land,77478,coffee_shop,29.5928543,-95.6050518,Fort Bend
LA Cajun Table,State Highway 6 South,Sugar Land,77478,american,29.5921206,-95.6034756,Fort Bend
,,,,,29.6448968,-95.6500716,Fort Bend
,,,,burger,29.6449961,-95.6524188,Fort Bend
Sapporo Hibachi & Sushi Bar,Minonite Road,Rosenberg,77469,japanese;sushi,29.541197,-95.7428233,Fort Bend
Piada Italian Street Food,State Highway 6,Sugar Land,77478,italian,29.5985296,-95.6245268,Fort Bend
JINYA Ramen Bar,University Boulevard,Sugar Land,77479,ramen,29.5842288,-95.647365,Fort Bend
Chipotle,Highway 6 South,Houston,77083,mexican,29.6777017,-95.6427143,Fort Bend
Gayatri Bhavan,Highway 6,Missouri City,77459,india;south_indian;fine_dining;snack,29.5549518,-95.5559317,Fort Bend
El Kiche Mexican Grill,State Highway 6 South,,,mexican,29.5935421,-95.6072639,Fort Bend
GM Family Kitchen,,,,indian,29.6440162,-95.6523964,Fort Bend
Krispy Krunchy Chicken,,,,chicken,29.6440051,-95.6523958,Fort Bend
Feng Cha,University Boulevard,,77479,bubble_tea,29.5845084,-95.6490934,Fort Bend
Torchy's Tacos,Southwest Freeway,,77478,tex-mex,29.6006467,-95.6214887,Fort Bend
,,,,mexican,29.5742699,-95.7496901,Fort Bend
Pressed Juicery,Southwest Freeway,,77478,juice,29.6010373,-95.6221548,Fort Bend
Oma Sushi,Southwest Freeway Frontage Road,,77478,sushi,29.6014556,-95.6218949,Fort Bend
Churrascos,Lake Pointe Parkway,,77478,steak_house,29.6025538,-95.6220073,Fort Bend
Five Guys,Southwest Freeway,,77479,burger,29.6008211,-95.6212931,Fort Bend
Wingstop,Lexington Boulevard,,,wings,29.5879032,-95.6233191,Fort Bend
Karahi Boys,Lexington Boulevard,,77479,pakistani,29.5877417,-95.6241006,Fort Bend
Kung Fu Tea,University Boulevard,,77479,bubble_tea,29.5842006,-95.647278,Fort Bend
85°C,University Boulevard,,77479,coffee_shop;chinese,29.5842589,-95.6474813,Fort Bend
Kura Sushi,University Boulevard,,77479,sushi,29.5839607,-95.6475446,Fort Bend
Dumpling World,State Highway 6 South,,77478,chinese,29.5933987,-95.6065224,Fort Bend
Shipley Do-Nuts,State Highway 6 South,,77478,donut,29.5934218,-95.6065873,Fort Bend
Tropical Smoothie Cafe,University Boulevard,,,juice,29.5845147,-95.6487942,Fort Bend
Two Hands,University Boulevard,,,corn_dog,29.5833341,-95.6490436,Fort Bend
Schlotzsky's,University Boulevard,,,sandwich,29.5832531,-95.6491843,Fort Bend
Black Bear Diner,University Boulevard,,,american,29.5833498,-95.6489217,Fort Bend
Haraz Coffee,University Boulevard,,,coffee_shop;yemeni,29.5835207,-95.6487919,Fort Bend
Papa John's,University Boulevard,,,pizza,29.5836205,-95.6488267,Fort Bend
Kohiko Coffee House,Austin Parkway,,77479,coffee_shop,29.578986,-95.5846722,Fort Bend
Mo City Crawfish,,,,seafood,29.5812207,-95.5809481,Fort Bend
Renu's Kitchen,State Highway 6 South,,,indian,29.5813636,-95.5866146,Fort Bend
Mori Sushi,State Highway 6 South,,,japanese,29.5813226,-95.5865502,Fort Bend
Ly's Kitchen,State Highway 6 South,,,asian,29.5809673,-95.5860114,Fort Bend
Rang Coffee,State Highway 6 South,,,,29.5800937,-95.5846824,Fort Bend
Naseeb Indian Restaurant,State Highway 6 South,,,indian,29.59093,-95.5986185,Fort Bend
R&B Tea House,State Highway 6 South,,,tea,29.5908546,-95.5984068,Fort Bend
Live Oak Grill,Dairy Ashford Road,,77478,american,29.6300809,-95.5973917,Fort Bend
Thai Cottage,,,,thai,29.584824,-95.6318457,Fort Bend
Old Place Cafe,State Highway 6 South,,77478,chinese,29.5829458,-95.5844777,Fort Bend
MTea & Coffee,State Highway 6 South,,77478,coffee_shop;bubble_tea,29.5894182,-95.5961545,Fort Bend
Teapioca,Westcott Avenue,,,bubble_tea,29.586327,-95.6459158,Fort Bend
Gyro Hut,,,,greek,29.5863853,-95.6458005,Fort Bend
Thai Square,,,,thai,29.6012242,-95.6816403,Fort Bend
Subway,,,,sandwich,29.6486586,-95.6495928,Fort Bend
Papa John's,,,,pizza,29.6487781,-95.6495225,Fort Bend
,Southwest Freeway,Sugar Land,77478,indian,29.6221248,-95.5980055,Fort Bend
First Watch,,,,american;breakfast,29.7184813,-95.8489741,Fort Bend
Uberrito,,,,mexican,29.5933252,-95.6221314,Fort Bend
Brooklyn Pizzeria,State Highway 6 South,Missouri City,77459,pizza,29.5815879,-95.5813869,Fort Bend
Marco's Pizza,FM 359,Fulshear,77441,pizza,29.7088451,-95.91822,Fort Bend
Revive Cafe,FM 359,Fulshear,77441,,29.709041,-95.9183181,Fort Bend
Popeyes,FM 1463,Fulshear,77441,chicken,29.6994264,-95.846668,Fort Bend
Starbucks,FM 1463,Fulshear,77441,coffee_shop,29.6982616,-95.84675,Fort Bend
Firehouse Subs,FM 1463,Fulshear,77441,sandwich,29.6978858,-95.8468277,Fort Bend
Go Tea Boba & Banh Mi,FM 1463,Fulshear,77441,,29.6975829,-95.8468267,Fort Bend
JLB Eatery,FM 1463,Fulshear,77441,burger,29.6974613,-95.846823,Fort Bend
The Toasted Yolk Cafe,FM 1463,Katy,77494,,29.6955114,-95.8452991,Fort Bend
Swig,FM 1093,Katy,77494,juice,29.6955607,-95.8437765,Fort Bend
Panda Express,FM 1093,Katy,77494,chinese,29.6957107,-95.8422428,Fort Bend
Freddy's,FM 1093,Katy,77494,ice_cream;burger,29.6958312,-95.8417768,Fort Bend
Spring Creek Barbeque,FM 1093,Katy,77494,barbecue,29.695847,-95.8411582,Fort Bend
Charleys Philly Steaks,FM 1093,Katy,77494,sandwich,29.6959627,-95.8401285,Fort Bend
KFC,FM 1093,Katy,77494,chicken,29.6959838,-95.8392158,Fort Bend
Chick-fil-A,FM 1463,Katy,77494,chicken,29.6969221,-95.8453747,Fort Bend
Tropical Smoothie Cafe,FM 1463,Katy,77494,juice,29.6985861,-95.8451902,Fort Bend
Jersey Mike's Subs,FM 1463,Katy,77494,sandwich,29.6985511,-95.8451895,Fort Bend
Great American Cookies,FM 1463,Katy,77494,cookies,29.6983527,-95.8450584,Fort Bend
Round Table Pizza,FM 723,Richmond,77406,pizza,29.684406,-95.8135845,Fort Bend
Absolute Thai Cuisine,FM 1463,Fulshear,77441,thai,29.69916,-95.846823,Fort Bend
Happy Lemon,FM 1463,Fulshear,77441,bubble_tea,29.6990289,-95.8468288,Fort Bend
Kamiya Sushi,FM 1463,Fulshear,77441,sushi,29.698498,-95.8468184,Fort Bend
Shipley Do-Nuts,FM 1463,Fulshear,77441,donut,29.6997883,-95.846955,Fort Bend
Teriyaki Madness,FM 1463,Fulshear,77441,japanese,29.7000045,-95.8469567,Fort Bend
Molina's Cantina,FM 1463,Fulshear,77441,,29.7001929,-95.8469379,Fort Bend
TG's Tex-Mex Grill,,,,mexican,29.6483615,-95.6808462,Fort Bend
Chipotle,Westheimer Parkway,,77494,mexican,29.7347662,-95.7771367,Fort Bend
Panda Express,Highway 6 South,Houston,77083,chinese,29.6774627,-95.6427176,Fort Bend
